comment,Sentiment
欸~看動畫時怎麼都沒想到😂😂,0
酷欸,0
修但幾累,0
Waitasecond😢,0
你是香港人？那是盧小英嗎,0
拿起ak開始Rush了尬電只有一血更新完成俄服了,0
我以為是cos奴隸嘟比嘟比嘟,0
好孝,0
........萬磁王是尚青鋼鐵人是衣服拿起來甩…我記得漫畫《復仇者聯盟大戰X戰警》是鋼鐵人打萬磁王而且最後算是鋼鐵人贏了上嫂子嗎,0
現在網路上要開始充滿達叔了。。。。,0
’mfine(番）不懂,0
以為陳漢典這是真的合照嗎不知道為什麼，我只想到某位VT說了「尼ㄍㄜ~~」,0
原來非洲的沙是這樣來的,0
加一個大也不錯加一個大會讓作曲家感到驕傲哦！加前面或後面都沒問題,0
😂😂有點東西😂😂😂😂😂😂😂笑死ww快笑死,0
熊頭R.I.P.A,0
還有待觀察…,0
笑死,0
超地獄😂,0
先問番號再說😂😂,0
這個句子裡面有14個女從主動變被動WTF英雄不一定需要披風,0
土算非洲菜之一嗎？這也太地獄,0
可是我是魔關羽，強多了30年單身之咒怨戰力太低了我戰力5000萬為什麼我那麼強因為我二轉魔地藏啊,0
什麼意思不懂,0
～可是狗狗很可愛,0
這就是地獄梗….留言區也很地獄…我女友是侏儒難怪吃不飽,0
😂我手機直接黑屏,0
地獄欸有其母必有其子喔我懂了好深的梗邏輯正確哦哇14歲就生他惹什麼意思版主看懂了,0
不懂👍🤔不懂,0
給不懂的人：貝多芬是個聾子不懂,0
👏👏👏是我還是你要閉嘴？😅😂😂😂,0
世界歷史又要上演U爆你確定被落葉劑噴到的臉孔手機能偵測？,0
屁眼女生也想玩好嗎,0
阿道夫完全不會畫畫猶點意思,0
該說是火龍頭還是水龍頭呢？,0
裝了一堆土,0
哇這也太地獄了吧但我不爭氣的笑了八仙的孩子吔太地獄了現在的孩子都比較早熟嬰兒果然跟母親最熟他是原住民嗎？變熟番了這也太成熟了吧,0
Puipui,0
地獄見板主🥳,0
…藍芽耳機不许笑你也会下地狱笑到黑菇草拉埋你哋落地獄拉埋你哋落地獄他下面濕掉時會不會像蛞蝓一樣留一條足跡😂😂😂她爬山腳不會痛呢好喜歡ㄛ像r20😂？,0
🙌🙌🙌🙌你剛剛攻擊我的coinmaster村莊嗎鳳梨呢？這不是小肥鴨推廣ytb的圖嗎哇U啦,0
所以重點是玻璃還是新聞還是新聞裡的人玻璃不會被笑啦吃個檸檬而已,0
垃圾很多oppo不能玩已哭😢,0
流動廁所也會ㄛ倒數計死器😂😂老師：什麼磷會爆炸?我：穆斯林是炸彈喔,0
中間中右右上是誰某憲也差點沒了希望2021不會更慘PressFtopayrespects,0
不懂什麼是大體老師的去看限動懂？看不懂⋯不好笑了,0
幹我今天剛去看了，哭爆TATU,0
所以老二是不是被磨平了？🤣褲子都脫了,0
知男而上嗯…等等？！凍勒修但幾勒,0
偽戀嗎，好久沒看到真·狂賭之淵我選吉良吉影,0
😈😈,0
我給滿分,0
那是因為我的關係,0
奇特的ok手势，毛則東可能還要坐坦克主席就是我們中國人的典範、吃蛋炒飯會不會有感覺一點早上好中國現在我有冰淇淋🍦👏👏👏👏没有共产党就没有新中国,0
把小天使放進地獄，就能變成天堂，但是十個月後惡魔誕生了(#ﾟДﾟ)然后在把小天使送上天堂,0
😂那會不會有人拿傳單包手榴彈?,0
他們的膚色就構成逮捕他們的理由了不採棉花在這裡看球賽啊(甩鞭,0
😭😭😭😭要不要開私人?FB消失之後ig怎麼辦會繼續留著嗎…,0
到底誰會咬紙…,0
裝模作樣好討厭真的不要亂抽煙😈😈身為有氣喘的人，這個還滿好笑的,0
有夠地獄😂🤭🚑🚑🚑,0
魯凱族在族長的帶領下成為熟番哦阿寒吉~生番自殺沒辦法上天堂啊！幹快拿聖水滅火啊生番薯,0
哥哥我不想努力了,0
吉怪欸你秧秧吉蛋糕,0
—大木博士,0
下去嘍🔥🔥👳🏾‍♂️🛩🛕🛕💥🔥雙子星大樓😭😭,0
，還把浮水印藏在那裡(⌐■-■),0
無抗體感染由得疫的一天,0
你有多猛?我可以一口氣乾掉一杯台南全糖紅茶,0
自製奶子，這樣沒女友也摸的到胸,0
Cover跪社👎幸好我大鯊魚還沒遭殃,0
留言區的你們到底多邪惡啊我根本看不懂？｀這個是沒洗勒幹巧克力香蕉男以理解老婆我覺得你該換手機了我看了三小喔，哥哥沒洗也敢來？爸爸：為什麼女兒的鮑魚有兒子的味道？老規矩你懂得噁爆男上加男？😱夭壽…洗咧趕…買一次鬆一點?,0
就好煩～～～超地獄好撚賤真係!直接突破18層薩諾斯兒時記趣..投胎失敗這機車坐墊吧,0
下地獄吧😂😂😂🤤一点歧视😆😆😆這篇的觸及直接把上兩篇補完了好壞😂,0
志摩就是這樣死亡的,0
?😂同理這個U要純金的才對😂也很長,0
正要開始嘛罵什麼素質你可以不喜歡不支持但是請尊重什麼的然後看到下面幹🌚🌚🌚🌚我以為你的重點是沙發上的人ↁ_ↁ,0
幹真的進步了,0
😂啊你女兒怎麼是白的100創業鬼父豈不美哉👏「啊幹！女兒？你怎麼在被我幹」？他媽最好是有這種事繼父，我卡住了幹我看不懂,0
那麼大家交換,0
動物怕人怎麼辦?沒關係啦，跟人混久一點就"熟"了,0
左下角其實很合理。幹誰有左下角那個,0
有殼的老鼠其實那是貓,0
俊豪別這樣😂,0
蕉享樂團莓是發生什麼事過年讓我們好好多多蕉流，不用插電只要插入，一杯輕鬆簡單的香蕉汁就到手了蕉學香腸不要欺負香蕉君親戚蕉流也可以「蕉」你登大人喔妳偷按了香蕉讚。芭你一拳。😂wait…whatthismeans今天網路用夠多了🍌進去會散掉，不過通常不都是小黃瓜嗎？新年祝你蕉好运只有我聯想到瓶梅嗎😂😂蕉通平安？肛「蕉」wtf?,0
lolIdon'tthinkblacksaretheonlyoncesthatdon'twanttogobacka100years,0
😡😡飛天小女警,0
好笑,0
有看說明書跟沒看說明書,0
爭議梗圖社：😂😂😂😂,0
啊啊啊啊啊不行太地獄？,0
小奇兵😂😂😂😂😂,0
／4／1964他們都知道那一天理論上是沒有人能平安出生,0
*已加唐*,0
乳房大軍呢,0
都是女生,0
傻眼,0
我比較喜歡可愛B奶不要太高短髮，奶太大很噁（個人想法）奶大但臉是大便還是沒有用，只是爛肉,0
(⁎⁍̴̛ᴗ⁍̴̛⁎)這算地獄梗嗎？⋯⋯還需要考直線七秒嗎🤨🤨🤨七天是等頭七嗎？,0
君子報仇十年不晚👏👏那2000多个人也陪他一起等了10年笑死😂😂😂十年都不换头像我真的佩服乖小孩👍這沙小終於爆發😂至少他記憶力很好哈哈哈靠北😂原則撚就是這麼有原則能力越大責任越大好懷念的倒讚5yearsmore:)君子報仇十年不晚也有3萬多人回來讚他十年不晚😂32767是正義值的象徵操你媽十八歲前在佛教團體長大喔不是不報，時候未到三萬2個讚君子報仇十年不晚這就是人類的成長,0
好好笑,0
有有有有水準舊圖完全沒關係拜託多一點,0
猶點意思笑死害我想去改文案,0
，他攻擊力是不是無限了,0
小夫我要....,0
確實維尼島😂😂正確無誤預言一下:等一下這裡會有人開嗆Socialcredit-999999,0
引爆符?,0
總有一輪特別難轉XD,0
：98歲以前喝牛奶很健康李登輝燒厝,0
😢我算个黄頭😢“黑”头🌚🌚🌚🌚😶我要去黑頭😂撒旦都要拜你為師聽說閣下有海景別墅？開心了嗎妳笑了咩😂幹超好笑撒旦不讓你進地獄你有黑頭嗎….那去龜（ㄐㄩㄣˉ）頭呢連撒旦都笑不出來了,0
腦袋進水😂大大大大大大大大洪水,0
所以帶土才帶面具嗎,0
戴奧辛飄出來~~,0
很幸福非洲小孩：我一定是最幸福的人差點笑出來,0
剩粉～好笑嗎,0
好笑嗎,0
好笑嗎火爆ie安安簽簽,0
好笑嗎簽簽,0
😍歡迎光臨my縫AIU❤️我tm直接笑死,0
:*餓死*我:好可憐喔*吸麵條*優質地獄梗圖幹笑死🍇🍎🍋🍬🍬😂剛剛笑的都跟我來😍😍下地獄我不行了我要下地獄了看到你這樣我都餓了要吃自己起來煮👹超壞,0
妍婕上新聞ㄌ🔥😂有點地獄🙂顯然系排沒人會烤肉，烤那一堆🐔🔨😂😂😂,0
你在煮椪糖吧台南的紅糖水(微糖)焦糖微可怕焦糖加油再煮一下就能玩魷魚遊戲，碰糖挑戰,0
小劉啊，工資結一下，明天你就去吃屎，完全不像樣劉姓不留頭、留頭不留姓🤣劉課長等等先去人事處領薪水别做梦了你没老婆也不是董事长😢劉課長留不留年終我先沒收了你可以下去了，小劉危謝謝李前秘書想不到吧,0
我剛開始就在第八了3昨天第一台，今天第八台第四台直接跳第八台目前玩到第一臺我玩到第9有啊玩過第八臺那是職業36464646464646..明天就第八台了！我敢说，在做的没人玩过第八台,0
請問是直接變性嗎？屁股也變得很翹這樣😍😍😍失敗的man？什麼意思求解唔明白,0
注（1）：督是動詞？我的髮型跟耶穌有87分像🌚耶穌要不要出來管一下太草了🥺感受聖靈與我們同在修蛋幾勒這是不是你們教會让我看看你发育正不正常啊在廣東話中督讀出來意思是捅/插哦秋豆麻爹！！哈們俺基基隆起來了聖母表示：耶穌不要⋯哈們😂基基督在後方？？？？這不是文林路那邊的嗎Ohgod,0
茶葉蛋！德意的一天秒懂笑死猶點好笑不懂圖一桌別林圖二卓家華,0
？On9乖乖去吃橘子吧，因為古代冇我地嗰啲天橋之類，每㗎車嚟都好似格過幾個鐘,0
😂😂😂😂是你嗎？。😂😂😂最直接的告白我雞動了🍆雞巴好笑,0
「我要開始我的吿解」事情變得難以理解魚都可以了為什麼狗不行奇怪連狗也不放過😂好的Q來跟我說說你的罪修女與狗😂你好像有養貓,0
刷一下地獄笑死?????黑狗:推出新產品難怪有57個獎項尼狗這時候手上只要有一杯星巴克就行了,0
？等咗好耐忌日要來了嗎🌚生日快乐生日快樂喔👏👏跟他說生日快樂az爸爸bnt媽媽要好好教訓你了喔祝他生日快樂！生日快樂!生日快樂！,0
土遁,0
圖三最帥😂看留言地狱梗一波😂😂很地獄🔥🔥這好好笑超地獄核服笑鼠地獄燒焦了？,0
人間油物田一銘對吧田中基巴郎😂😂還有支持這裡的版主👏👏哇操太神啦TSJ242😂😂😂觸犯到南投國安法口是嘴巴，日是太陽，品是產物，田是口交惡徒田勝傑南投政府還有三分鐘到達戰場,0
呼拉好哦www😂😂～每個人都有不同的口味噁心！太無情了🤣🤣🤣🤣🤣🤣口味還真獨特嚇得我立馬查來壓壓驚,0
😂😂😂😂,0
奶奶可以等你ㄧ輩子了打個排位孝死这孩子。阿嬤現在是骨灰級玩家了《大孝孫》這個是拍的。firstblood🩸現代的老人太依靠電子產品了😂😂😂孝死了大孝子決賽進了，阿嬤走了沒知識真可怕！阿嬤一秒都等不了，先走了(͡•͜ʖ͡•)優秀孝死人應該可以告他誤殺阿嬤也晉級天堂了笑死阿嬤幫我撐10分鐘乖孩子手機沒電還要充,0
🤔🤔🤔姑爺？就是這樣不用懷疑咩事🌚🌚🌚對ㄝ烧脑,0
😂😂還有支持這裡的版主👏👏直接把微積分塞進他身體裡面😈笑死哈哈哈哈哈哈math？😍😍😂👍看过某3岁外国女孩上节目背出整个元素周期表昨天新聞還真的有爸爸教5歲7歲女兒微積分的wwwwCalcnmslAddmath😂😂😂wcnmoof微積分的部分嗎🙂教她做量子力學題目😂😂😂😂😂下面英文也挺屌的蘿莉～做高等數學囉後面接補習班廣告,0
😂😂😂下地獄吧核彈,0
要tag一下我嗎：o樓上別再轉了，不想有下一對犧牲品真·#轉米搞難架飛機，個引擎值錢過你段愛情勞贖這太地獄了，竟然打馬賽克,0
